"task_id","title","description","type","status","priority","assignee","reporter","due_date","estimated_hours","story_points","labels","sprint","sprint_goal","epic","epic_id","project","parent_id","dependencies","skills_required","complexity","risk_level","acceptance_criteria","definition_of_done","created_at","updated_at","sprint_start_date","sprint_end_date","capacity_allocation","collaboration_required","external_dependencies","testing_requirements","deployment_notes","business_value"
"TASK-023","Analysis: Design Audit Log and Security Violation Schemas for MongoDB","Define the BSON document schemas for the `AuditLog` and `SecurityViolationLog` collections in MongoDB.","Task","Sprint Backlog","Critical","backend.dev2@company.com","product.owner@company.com","2024-07-05","6","3","database,mongodb,schema,compliance","Sprint 3","Implement the interactive script preview feature and the comprehensive audit trail.","System Security and Auditing","EPIC-003","Data Transformation Feature","US-TRF-007","","MongoDB,Data Modeling,Compliance","Medium","Medium","Schemas are documented and reviewed for compliance with SOC 2/ISO 27001 objectives.","Design document is reviewed and approved by the tech lead and compliance stakeholders.","2024-05-27T09:00:00Z","2024-05-27T09:00:00Z","2024-06-24","2024-07-05","100%","Compliance team.","","Design review.","Prerequisite for all audit log implementation.","Ensures the audit logging feature will meet its compliance goals."
"TASK-024","Backend: Implement Audit Trail for Script CRUD and Associations","Use MediatR to publish domain events from CQRS handlers, with asynchronous event handlers that write audit logs to MongoDB.","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2024-07-05","12","8","backend,auditing,mongodb,mediatr","Sprint 3","Implement the interactive script preview feature and the comprehensive audit trail.","System Security and Auditing","EPIC-003","Data Transformation Feature","US-TRF-007","TASK-011,TASK-023",".NET 8,MediatR,MongoDB","High","High","CRUD operations on scripts write entries to the AuditLog collection; The operation is decoupled and asynchronous.","Integration tests verify that domain events trigger the creation of audit log documents.","2024-05-27T09:00:00Z","2024-05-27T09:00:00Z","2024-06-24","2024-07-05","100%","","","Integration tests.","","Provides a compliant audit trail for all configuration changes."
"TASK-017","Backend: Implement Version History and Revert API Endpoints","Create endpoints `GET /{id}/versions` to list versions and `POST /{id}/versions/{versionId}/revert` to restore a previous version.","Task","Sprint Backlog","Medium","backend.dev1@company.com","product.owner@company.com","2024-07-19","8.3","5","backend,api,versioning","Sprint 4","Enhance script management with version history, comparison, and revert capabilities.","Control Panel UI and API for Script Management","EPIC-002","Data Transformation Feature","US-TRF-005","TASK-011","ASP.NET Core,EF Core","Medium","Low","GET returns version list; POST creates a new version from old content and makes it active; Operation is transactional and audited.","Integration tests for both endpoints are passing.","2024-05-27T09:00:00Z","2024-05-27T09:00:00Z","2024-07-08","2024-07-19","100%","Frontend team.","","Integration tests.","","Provides API support for the versioning UI features."
"TASK-018","Frontend: Implement Version History Modal UI","Create a React modal that displays the list of historical versions, with controls for comparison and reverting.","Task","Sprint Backlog","Medium","frontend.dev1@company.com","product.owner@company.com","2024-07-19","8.3","5","frontend,react,ui,versioning","Sprint 4","Enhance script management with version history, comparison, and revert capabilities.","Control Panel UI and API for Script Management","EPIC-002","Data Transformation Feature","US-TRF-005","TASK-017","React,MUI","Medium","Low","UI displays version list fetched from API; Includes checkboxes and 'Revert' button; Revert action shows confirmation.","Component is tested; E2E flow is manually verified.","2024-05-27T09:00:00Z","2024-05-27T09:00:00Z","2024-07-08","2024-07-19","100%","","","Component tests and E2E verification.","","Provides the user interface for browsing and managing script versions."
"TASK-006","Backend: Implement Configurable Maximum Dataset Size Limit","Implement a check to fail jobs with datasets exceeding a configurable limit (default 256MB) to prevent OutOfMemory exceptions.","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2024-07-19","4.2","2","backend,reliability,guardrail","Sprint 4","Implement critical performance benchmarks and stability guardrails.","Core Transformation Engine & Data Handling","EPIC-001","Data Transformation Feature","US-TRF-008","",".NET 8,C#","Low","Low","Jobs with large datasets fail early; Limit is configurable in appsettings.json.","Unit test for the size check logic is passing.","2024-05-27T09:00:00Z","2024-05-27T09:00:00Z","2024-07-08","2024-07-19","100%","","","Unit tests.","","Prevents system instability caused by excessively large datasets."
"TASK-007","QA: Create and Automate Performance Benchmark Test","Create an integration test that executes a transformation on a 10MB JSON file and fails if execution exceeds 10 seconds.","Task","Sprint Backlog","High","qa.engineer1@company.com","product.owner@company.com","2024-07-19","12","8","qa,performance,testing","Sprint 4","Implement critical performance benchmarks and stability guardrails.","Core Transformation Engine & Data Handling","EPIC-001","Data Transformation Feature","US-TRF-008","TASK-001","xUnit,.NET 8,Performance Testing","Medium","High","Test case exists in the QA suite; Uses ~10MB JSON and ~200 statement script; Fails if execution > 10s.","Test is integrated into a dedicated performance testing pipeline in CI/CD.","2024-05-27T09:00:00Z","2024-05-27T09:00:00Z","2024-07-08","2024-07-19","100%","DevOps for CI integration.","","Test must run on consistent hardware to provide reliable metrics.","","Provides an automated regression check for the core performance requirement of the engine."
"TASK-029","Backend/Frontend: Implement System-Wide Feature Flag","Implement a simple boolean feature flag from `appsettings.json` to enable/disable the entire Data Transformation feature set in the UI and API.","Task","Sprint Backlog","Critical","backend.dev1@company.com","product.owner@company.com","2024-08-02","6","3","feature-flag,ops,fullstack","Sprint 5","Achieve full operational readiness and deliver remaining features.","Operational Readiness and Deployment","EPIC-005","Data Transformation Feature","US-OPS-001","",".NET 8,React","Low","Low","Setting flag to false hides all UI and disables all related API endpoints.","E2E tests pass for both enabled and disabled states.","2024-05-27T09:00:00Z","2024-05-27T09:00:00Z","2024-07-22","2024-08-02","100%","","","E2E tests.","","Reduces deployment risk by allowing the feature to be disabled without a redeployment."
"TASK-027","Backend: Implement Prometheus /metrics Endpoint","Integrate the `prometheus-net` library into the ASP.NET Core application to expose the `/metrics` endpoint.","Task","Sprint Backlog","Medium","backend.dev2@company.com","product.owner@company.com","2024-08-02","4.2","2","backend,monitoring,prometheus,ops","Sprint 5","Achieve full operational readiness and deliver remaining features.","Operational Readiness and Deployment","EPIC-005","Data Transformation Feature","US-TRF-009","","ASP.NET Core,Prometheus","Low","Low","GET request to `/metrics` returns 200 OK with default .NET metrics.","Integration test verifies the endpoint is active.","2024-05-27T09:00:00Z","2024-05-27T09:00:00Z","2024-07-22","2024-08-02","100%","","","Integration test.","","Provides the foundation for operational monitoring."
"TASK-008","Backend: Design and Implement JSON Schema Validator Service","Create a new service `IJsonSchemaValidator` that validates a `JsonNode` against a schema string, returning a structured result.","Task","Sprint Backlog","Low","backend.dev2@company.com","product.owner@company.com","2024-08-02","6","3","backend,json-schema,validation","Sprint 5","Achieve full operational readiness and deliver remaining features.","Core Transformation Engine & Data Handling","EPIC-001","Data Transformation Feature","US-TRF-010","",".NET 8,System.Text.Json","Medium","Low","Service is injectable; correctly validates both valid and invalid objects; caches parsed schemas.","Unit tests cover all validation scenarios.","2024-05-27T09:00:00Z","2024-05-27T09:00:00Z","2024-07-22","2024-08-02","100%","","","Unit tests.","","Enables data contract enforcement on transformation outputs."
"TASK-020","Frontend: Implement Conditional Performance Warning","In the report configuration UI, display an `Alert` component when a transformation script is selected.","Task","Sprint Backlog","Low","frontend.dev1@company.com","product.owner@company.com","2024-08-02","3","1","frontend,react,ui,ux","Sprint 5","Achieve full operational readiness and deliver remaining features.","Control Panel UI and API for Script Management","EPIC-002","Data Transformation Feature","US-TRF-011","","React,MUI","Low","Low","Warning appears when script is selected; disappears when deselected; is present on load if script is already associated.","Component test for conditional rendering is passing.","2024-05-27T09:00:00Z","2024-05-27T09:00:00Z","2024-07-22","2024-08-02","100%","","","Component test.","","Manages administrator expectations regarding performance."
"TASK-032","Documentation: Create Comprehensive Feature Documentation","Write a User Guide, a Technical API Reference for the script sandbox, and ensure the OpenAPI specification is complete and accurate.","Task","Sprint Backlog","Medium","tech.writer@company.com","product.owner@company.com","2024-08-02","16","8","documentation","Sprint 5","Achieve full operational readiness and deliver remaining features.","Operational Readiness and Deployment","EPIC-005","Data Transformation Feature","US-OPS-002","TASK-011,TASK-017,TASK-014","Technical Writing,Swagger","High","Low","User guide, API reference, and OpenAPI spec are complete, accurate, and peer-reviewed.","All documents are peer-reviewed for accuracy and clarity.","2024-05-27T09:00:00Z","2024-05-27T09:00:00Z","2024-07-22","2024-08-02","100%","All developers.","","Peer review.","","Empowers users and integrators to effectively use the new feature."
